Gene	TCGA-C5-A1BF-01B-11R-A13Y-07	TCGA-EA-A439-01A-11R-A24H-07	TCGA-EK-A2PL-01A-11R-A18M-07	TCGA-C5-A7UC-01A-11R-A352-07	TCGA-GH-A9DA-01A-21R-A37O-07	TCGA-FU-A23K-01A-11R-A16R-07	TCGA-VS-A9UL-01A-11R-A42T-07	TCGA-C5-A1BM-01A-11R-A13Y-07	TCGA-FU-A23L-01A-11R-A16R-07	TCGA-ZJ-AAXB-01A-11R-A42T-07	TCGA-C5-A1BN-01B-11R-A14Y-07	TCGA-EK-A2RM-01A-21R-A18M-07	TCGA-VS-A9UB-01A-22R-A42T-07	TCGA-EK-A2R8-01A-21R-A18M-07	TCGA-EK-A2RJ-01A-11R-A18M-07	TCGA-VS-A9UP-01A-11R-A42T-07	TCGA-ZJ-AB0H-01A-11R-A42T-07	TCGA-R2-A69V-01A-11R-A32P-07	TCGA-EK-A2PK-01A-11R-A18M-07	TCGA-VS-AA62-01A-11R-A42T-07	TCGA-VS-A94X-01A-11R-A38B-07	TCGA-MA-AA3Y-01A-11R-A38B-07	TCGA-4J-AA1J-01A-21R-A38B-07	TCGA-C5-A7X3-01A-11R-A352-07	TCGA-C5-A7X8-01A-11R-A36F-07	TCGA-EA-A5ZE-01A-11R-A28H-07	TCGA-ZJ-AAXT-01A-11R-A42T-07	TCGA-IR-A3L7-01A-21R-A213-07	TCGA-C5-A1M6-01A-11R-A13Y-07	TCGA-C5-A1MI-01A-11R-A14Y-07	TCGA-VS-A958-01A-11R-A42T-07	TCGA-C5-A1ME-01A-11R-A13Y-07	TCGA-VS-A9V1-01A-11R-A42T-07	TCGA-Q1-A73S-01A-11R-A33Z-07	TCGA-MY-A913-01A-11R-A37O-07	TCGA-C5-A907-01A-11R-A37O-07	TCGA-EK-A2R7-01A-11R-A18M-07	TCGA-LP-A4AU-01A-32R-A32Y-07	TCGA-C5-A1M7-01A-11R-A13Y-07	TCGA-IR-A3LH-01A-21R-A213-07	TCGA-JW-A5VJ-01A-11R-A28H-07	TCGA-EX-A3L1-01A-11R-A32Y-07	TCGA-DG-A2KH-01A-21R-A22U-07	TCGA-JW-A5VG-01A-11R-A28H-07	TCGA-C5-A1MJ-01A-11R-A14Y-07	TCGA-Q1-A73P-01A-11R-A32P-07	TCGA-EA-A3Y4-01A-51R-A24H-07	TCGA-JX-A3PZ-01A-11R-A32Y-07	TCGA-VS-A9UO-01A-11R-A42T-07	TCGA-C5-A1MF-01A-11R-A13Y-07	TCGA-VS-A9UH-01A-11R-A42T-07	TCGA-EA-A1QS-01A-61R-A22U-07	TCGA-Q1-A5R3-01A-11R-A28H-07	TCGA-DG-A2KJ-01A-11R-A32Y-07	TCGA-FU-A5XV-01A-11R-A28H-07	TCGA-C5-A8YR-01A-12R-A37O-07	TCGA-C5-A7CM-01A-11R-A33Z-07	TCGA-MA-AA43-01A-11R-A42T-07	TCGA-FU-A3TX-01A-11R-A22U-07	TCGA-EA-A5ZF-01A-11R-A28H-07	TCGA-C5-A1MQ-01A-11R-A14Y-07	TCGA-VS-A94Y-01A-11R-A38B-07	TCGA-C5-A3HE-01A-21R-A22U-07	TCGA-UC-A7PI-01A-11R-A42S-07	TCGA-EK-A3GM-01A-11R-A213-07	TCGA-EX-A8YF-01A-11R-A37O-07
TTYH3	15.954479212876086	15.38701932576811	13.913550789174215	14.595470866222858	15.107932013016807	14.962757583663327	17.21338597828802	16.193965832165603	14.693545113049192	13.735737336203643	14.440805612945978	15.877130387309647	15.951449102335172	15.753926842642326	13.9150560636556	15.229988933810912	14.537148633376557	15.092937501281842	14.203810364384125	15.055565648808013	15.006048012752442	15.568734489757027	14.644524208929065	15.306686029016563	15.709235542661418	14.693676314509	14.923936358055235	14.43936927620547	15.2971748143264	15.429993228023513	14.002092804074886	14.432558614302721	15.42621320148004	14.233864255250623	15.63694506820562	13.40452151172723	14.79004475741207	14.314283952981159	14.633248096262793	16.232317424458692	15.463484089752548	16.601364542891247	15.283775449656904	15.383032079798165	15.689230292110203	16.141342537564174	14.025790559460114	14.304479459104051	15.54384068637001	13.612791543717304	15.805563310201912	15.74629417017678	13.998316622372268	12.929516022251804	13.516494094468694	15.460643815520289	16.487117165157017	16.176507906534425	15.660901747272757	14.989991711140556	14.795772600197543	15.223485288426742	14.654989236906166	15.546243402990653	15.461761742699567	15.262742107601294
TTC5	12.70455741743309	13.255364765910333	12.987363630497999	12.411540243193128	12.034351275208568	12.417362152118567	12.96752122375669	12.108295747555134	12.565030793740073	12.377289485879999	12.419146570375878	13.21755309743512	12.121579110526412	12.123103452892922	11.375368458512511	14.40624547235656	11.675559666009555	11.594873836097927	11.76290431866486	12.061820157182355	12.729633204992885	12.321328533966044	12.642360654661497	13.005501651670999	12.515466431363722	12.780096526064423	12.903370274633424	12.593127755985906	13.478451299774429	13.73981283397129	12.039111626219519	11.959941628406206	12.654375074381731	13.217992596620457	13.51140652247108	11.768763471806436	12.707475594514564	11.679818944774262	11.101394392221259	12.4836696781537	11.286512392476117	12.746161538952835	12.480818973917929	12.19872821212894	13.265681425092717	12.699157641848629	11.342245529586968	12.447725664881055	11.977384361550696	11.421821746021779	12.759210207997466	13.127088824619694	10.87132385484137	10.412842178672188	12.724623865524801	11.586548633223643	11.579623508480662	13.137710697452246	12.891573245151495	13.114499991494375	11.747931037319145	11.854172954584618	12.347682709915555	12.799144255559955	12.532701292502834	11.389327408656252
ABHD17C	14.94446528278604	13.887914765194635	14.905807671694317	14.559901425887585	14.910802661603203	13.330114346269516	13.055680655391967	14.091079435741902	15.447815103846688	14.618065376045715	14.387598465656458	13.564617131978935	14.304058589129669	15.894373920957447	14.678880512992203	12.977191583083055	15.366873337508608	15.220112476778164	15.543032948773911	14.761086874496943	14.359770005045416	14.052226972892162	15.081903014134495	15.209101514962457	14.95175794912721	14.285838288998859	15.071149708977332	14.709209253358331	13.988754710687507	13.055326161827677	14.37456212866135	15.523618814743887	15.49419745875192	15.53528629938025	13.813016122983653	15.055762178890925	14.497472927628714	14.232171597210009	14.118826572073651	12.214777392258197	15.281220664995946	15.506560019926912	14.547253592798286	15.326185168546186	13.524822623876414	14.811738611814926	14.352933393263525	15.283964769977455	15.15622813385941	14.163236973257677	12.920903912408923	12.527046297724347	15.359781204973595	13.900029902134008	15.557842196417937	15.381991943103333	14.036621248709565	14.691275685281012	15.116569693647739	13.904048084744462	13.065024293695705	15.237197305429179	15.443445636162252	14.585150217936624	14.391931787644767	14.943058198978507
IREB2	14.808195103816324	14.455068054783592	14.269234089369217	13.78302705513436	15.027107305890583	14.377739098530991	15.331469221162159	14.5757049920286	14.984666194604408	14.638177458758278	14.354566277518963	14.50950615866042	15.223415031443713	14.473583885135358	14.674413205405028	15.368411019493303	14.603189260905264	14.386772678333474	14.160526328394216	14.418627419436463	14.78451749141013	14.249450586082082	14.648603672610706	15.13880177357503	14.11334913330389	13.868999888208192	14.739079566135038	14.85537196328025	14.748178755366158	14.839474158859444	14.37630550887011	14.23010877619594	14.400709429995905	14.856293053708093	14.154285324504002	14.905416314210322	14.451330292299634	14.763808552404935	13.972683884154192	13.23341056799973	15.307007073246814	14.990138763315084	14.995806095041798	15.642191155057485	14.753491328523529	14.452629975054245	13.764246517559867	14.524513434221362	14.105411848194153	13.87841545901024	12.849989301085612	14.115986519335339	13.250285408987454	13.605702763403139	14.704512360699919	14.602871387971657	14.997083132903208	14.68200698936155	14.550835483419542	14.264594128632089	13.802700658248988	14.36497127049001	14.612701727889721	14.483877273801461	15.332128978741336	14.999518981132107
CALCOCO2	15.34393905614	15.51876521690281	14.97837049097126	14.135667779609507	14.822106044440782	14.252711026778183	14.762543216908984	15.74393602207196	15.081339297600659	14.932680212492293	15.355635594714192	14.675248789489041	15.479285874256437	14.643429799206734	15.25507611622871	15.15141200783106	14.8224268070667	15.583213642383603	14.916652568770992	15.221270285893308	15.45285315405595	15.699321050077872	14.506096104772936	14.491145147339349	14.903001514554012	14.715226310999851	14.798889138066743	14.756693671995349	14.77614959224929	14.836373347237943	15.890667134331105	15.09272528231058	14.776546915780923	14.772224676689241	15.071878598201678	14.97945989727112	14.58780916646228	15.286974410326364	14.749163412412257	15.360926861977156	14.974734405052793	15.238669669758558	15.113815469119729	14.99100672215954	14.576225682884434	15.241736705381932	15.12669895570861	15.282908288006478	15.60038866071092	14.005324093031792	15.24740724068238	14.732661565919686	15.123039637010793	15.378840723880158	14.889086615332015	14.58412996341892	14.85196470439768	14.664844874095069	15.527488918686851	15.182720561284658	15.130473537336766	15.54834034940656	15.033845177697541	15.791353464873247	15.626627375881823	15.40978929776236
RSAD1	13.265598517433665	13.843931439813154	13.016001995168807	12.383474024933243	12.067114759170407	14.229009818292779	13.703237830109165	12.37968046449438	13.039521375429612	14.665687178378743	13.327474807016095	13.21373079535202	12.772183462269247	13.293338137047009	13.530486926664041	13.21769686876596	12.763533177937644	13.256634469957548	13.6107497218461	12.78170024157827	13.204602223526566	12.700227146667489	12.964496600511671	13.210566892367174	13.20632480353864	13.220173528295595	12.6502627302812	13.412600105356098	13.4711689051873	13.800807561111677	12.92312608475175	14.03115037583041	13.420916413249989	13.843914810946469	12.837762412725038	13.267635727433651	13.202800243828452	13.14198751240884	12.628175446198783	13.37032860892465	12.941847803724368	12.536537355897016	13.746388393966944	12.885353661902107	13.89499544175012	13.739970683181982	13.421327879305078	12.787594874682918	13.623106947455064	13.886949684533583	12.862744171993674	13.542166827165119	12.863508183936267	14.144655514974572	12.505691585682108	13.106061070652546	13.210189943864004	14.34519464673551	13.460688860546117	13.425024266190755	13.647583789145312	12.818811412340272	13.35112615669364	14.231870858705035	13.99919060587554	13.50888491366452
NMT1	14.948995355443548	15.344692544489796	15.411090110792367	14.731396926388467	14.974402915617656	14.630898666743995	15.234706798284085	15.501242708667574	14.955320209263862	15.235729529937313	15.436885117534569	14.957512123339123	15.858441363403864	15.150427880769742	14.664308356461245	15.33104540090161	15.082821607043751	14.549360899948239	15.109175973103907	15.216660307415529	15.430115824068132	15.41687094712974	15.212629798197543	14.753500940674119	14.281313352241872	15.199779314028262	15.362594442718697	15.043041073258285	15.466345260976563	15.033916356718713	14.959235309402631	14.565871055337157	15.13972547615704	14.946957774234557	15.28912155454823	15.33975063552139	14.649538983868554	15.271245547948034	15.01872023933089	15.208445522957634	15.031411440302328	15.25040380839266	15.283510262750669	15.365337824908286	15.046446254623328	14.755650473812185	15.178642722615626	15.139356485804203	14.947143645122924	14.427423790957357	15.172743843403474	15.172678177336687	14.88494394823129	14.405001929600871	15.287601449095995	14.79320416374256	14.75554560009461	15.569815727744627	15.607328072266352	15.565641629593033	14.554300196129537	15.35504305662685	15.334785661615626	15.251567429717332	15.461351150744687	15.094421073155642
SRSF1	15.8654689197276	16.78121528022876	15.929306357908693	16.11124935589888	15.590123553671864	15.8586903364353	16.21262582863242	16.101779547284696	15.443107537253532	16.81090934780773	15.661919024631356	15.861591055202183	16.382215761334272	16.454098719874086	15.368110551863165	15.892252161208509	15.534669828605361	15.97472325808436	16.028057532078055	16.06842875602759	16.013035825851272	16.20772355148889	16.052245889310065	15.786334834367258	15.95654141193378	16.376337288320336	16.351610564661915	15.756794680317912	16.613797917619728	16.068808879237697	16.061623542133038	15.651177068670192	16.000132054771875	16.47483727052923	15.977044593790941	16.130767905384754	16.184423279613597	16.35542015039313	16.530548440165504	15.836084750192756	16.104382432344345	15.852320429379601	16.314578251783455	16.505670549988746	16.23910859105715	15.564060517676698	16.204798241235377	16.59606018070058	15.948878692424456	15.481817596569503	16.35022019107247	15.605170485317082	14.55589533154508	14.768547424575184	16.090886765460652	16.331885747357553	16.293783306732745	16.036188874211586	16.38567410106766	16.44709380425069	15.552245120980812	15.976391737485393	16.724263713502516	15.919105010317592	15.78324004944431	15.949328519187896
VEZF1	13.933342380818274	14.76405945380271	13.088520530724237	13.709007161452272	14.241283959738196	14.799703686002596	15.114885946002422	13.21003605984113	13.710418060264725	14.446015679775043	14.259506303855398	14.561621614684874	14.557809043862248	13.601912243633404	12.272333051131389	14.395468067282858	13.70539360052533	13.233874910439663	13.680318785846511	13.938881565360237	13.804067907792014	13.571369268673388	14.295073663944573	13.469849194686143	14.027484290862075	14.447498360465724	13.807757271306125	14.516667451096756	15.140602645677397	14.63698864816855	11.501784733572805	14.865816264046373	14.46939694898777	13.725669005747653	14.475194099477022	13.657193685612224	14.305433728890932	13.26656223653899	13.111263597561953	13.680965781364554	13.431065601978426	14.423457739625993	15.190622074838078	13.97335801182038	14.235886215502275	14.799216810969629	13.231034407880319	13.702283660007657	14.888244966389589	14.280877990648479	13.158174503348775	14.183784882967453	14.479611246008583	14.649164626016042	13.650282357829761	13.081703751956104	14.88318566960603	14.511875163607828	14.46941418496528	14.758021431851727	14.112951532814108	13.098634503527672	13.735620491729504	15.324452758494207	14.79389876996581	14.189749518383794
TACO1	12.866808758423101	13.134269208008574	12.654383366062538	12.593485631550596	12.593120844853255	14.066429943368362	12.758108806190316	12.654886746125824	12.2609456217562	13.410668793893477	12.850621179700582	13.208473705311993	12.998370122285408	12.663772172633019	12.482854750018266	12.526388338098595	12.468094190474838	12.895996099026545	12.633575005636054	12.441522590926759	13.058228228292736	13.049845931687283	13.297461871080875	12.948414488230206	12.338233651978664	12.641632292227547	12.899175511658449	13.209740370716952	13.226427057408996	12.701504562237707	12.30691494992151	13.137309794608601	12.505308223789056	13.087676065455842	13.166127023891974	12.96290129963377	12.750431568916447	12.874038925087039	12.46294922918131	12.724842216696631	12.359159247230144	13.12098734328079	12.74334415572968	13.20646244804026	12.490427068840638	12.792332579380137	12.966739856364024	13.419451716269098	12.603281528734463	13.922630530489688	12.908685507668341	12.168333693030641	13.963521911786861	14.315921418577291	12.805897071556558	12.811751355593186	13.210971274421658	13.05074663951569	12.665050692087771	13.251440360975481	13.704682886288168	12.592590118155425	13.345909838233268	13.06300735337001	12.61274602359935	12.974291393798968
TEX2	14.331994646902817	14.516229867777295	13.846550507860945	14.421400836438577	14.014713411114421	13.300635999648788	14.173426821145455	13.843936706144252	13.900297131122366	13.594159781790882	14.348521666051308	14.294931735790481	14.171255920881137	13.832897445489476	14.749625974192954	14.09799474625476	14.148915261806017	13.915532263343238	13.970025302616932	14.260573511038501	14.51123836745321	14.73980131112211	14.451492786374315	13.584507771274044	13.441826190925514	14.191140688454023	13.85968450078587	14.393353877701276	13.861436063181063	13.8644091409587	14.540661686195817	13.309438741270146	13.85324375874928	13.59064032704623	14.430212474112546	13.671016109218264	13.783295443040785	14.412077238567973	14.182473726799028	13.894376320817829	14.3523704150017	14.575304462092078	13.707181435536985	13.788045687626123	13.561694529454833	14.419425937284394	13.520581619658186	13.963107574673312	14.089011332185702	13.100505207953987	13.900112269317296	14.134547074559494	13.904122460571735	12.865780393967816	14.05110799012997	14.525739810467599	13.912461638241995	14.589228892502799	13.41719453423331	14.476974470566766	14.442921893266547	14.686673384679807	13.827572740906191	14.97553568258608	15.457975293636178	13.707896579670395
DCAF7	15.430610456345953	16.411060278377608	14.87515052489683	14.994156877234907	14.871964344669221	14.562894413118132	15.58257992815075	14.854524159682171	14.9314873512408	14.707517904471267	15.025474650752834	15.231444319604819	15.410114005873238	14.948925713572491	14.53611449581696	15.680587538119072	14.861257433025473	14.448887586543881	15.20740750224232	15.207929344002157	15.712481158460736	15.145112029530635	16.225144692016414	14.498366858017748	14.669995631527948	15.066881479685755	15.408338363506118	16.02764531499669	15.665706680495944	15.810478445931833	15.18280486084549	14.414889940079755	15.249029372754682	14.894462368087623	14.97456605745093	14.63009224108374	15.441377218224853	15.011731572940167	14.944882910385008	14.935194007840423	14.624750296016092	15.570917715038362	14.797238999591713	14.654707656642902	15.229602074122964	15.230539714711368	14.496877496109317	14.4977767380775	15.311079901623915	14.423586226438466	14.559683858061419	15.17447000204072	14.37418874976084	14.02094876220623	15.243839029442684	15.083368386233364	15.982003510468596	15.34043650661871	15.043641289678547	15.987771616702789	14.574488530586056	14.902318237759179	15.285939733436622	15.554960430339769	15.683790035252464	15.446883536327691
LIMD2	12.521005624030952	13.444078565438486	12.597544007341988	10.916251446946506	12.181298725282408	13.783122617902242	14.154889471678175	14.316067505675806	13.608962403493328	14.58414560610134	13.454088577035323	14.365352497077836	13.86528937973021	12.562083364737402	12.837396129830093	13.460266399574222	13.847098809911296	15.064969523164045	13.256638009318507	13.574740135896342	12.806274416372306	13.051518158585692	14.245918263996074	12.858962054027561	13.077818181751148	13.693032118361016	13.409099489617919	12.69438935652375	13.71963990215599	13.88226515051813	13.53693466444104	12.790577651980763	11.78980523443774	13.639083586007512	13.399508868234813	11.677714515958264	13.646076932584153	12.087492314677236	12.703690934507645	14.348666151063176	13.570463997720312	12.658463475999367	12.726664354119999	13.026708507358622	12.4973334031839	12.201167264702715	14.175051608686887	12.469749028296865	11.940774578648849	14.304969526577297	13.533594217633583	13.371336999158661	14.221771437220934	14.215748945986535	11.98212385547599	12.337203024450853	12.020749650119471	14.791157696741267	13.96118896702687	13.900365858893963	13.633098699142302	13.070352867483495	12.700720120626098	11.978236757258726	12.908643862618492	12.548157562146146
BRIP1	11.92408771793047	13.858052834065115	12.688007586762001	12.678881903414004	14.587067212878306	12.84763026968544	14.151462867123882	11.903939481345356	13.116198555251525	13.697627307652436	12.952342080010013	12.889390720583341	13.978697163702895	13.284700739647281	10.023544785180574	13.4937322185627	12.176277054632129	11.103449931187512	12.734107291733169	13.22058046109366	12.844105124014943	13.481495770957272	14.51199138739992	10.188949290593916	12.536581058888595	12.003449734334302	13.386442900133488	14.234975247345432	13.370240777322465	14.155776997599313	13.512737643643831	12.706136430485703	12.542588511427374	12.074315745736069	14.061540091550267	13.744654149253616	12.927299250859242	12.835563674756248	12.562630717853798	12.78376657099627	12.033772399494328	14.05278086624689	13.148231676069571	12.647906148785799	12.943644813194775	13.022650827348103	13.01388720585808	12.49891914416133	13.791758622571976	13.624308886639245	12.730334365422475	12.852837172699102	13.971413625751904	11.77278377939892	12.698231244518952	13.209620958639858	13.275067323036128	13.774948718875931	12.948234456282558	13.449435788436757	12.861848734027502	11.925594112976341	12.725649557986491	13.758925196739252	12.659151071407859	13.088401166242903
KAT7	13.807841154497428	14.290375170764815	13.667711107564283	13.528597435015623	13.95324793855508	12.902375254660692	14.47748049245785	13.673020268858165	14.059552588657967	13.997359911861462	14.171451411862488	13.965238317700788	14.123254003969286	13.509791388593108	13.149937733253655	14.998296141042848	13.752131801203646	13.395201775754883	14.09147979860484	13.762226931510863	14.152221925647552	13.818910190280457	14.021120545821379	13.263186764220466	13.245310152674904	13.745507293366158	14.240236294393394	14.227063775366581	14.231480936620423	14.34900052083612	14.051294390218587	12.883147096991861	13.641949358527906	13.90987958639857	14.01925148218377	13.627336389475847	13.769568517306176	13.766865253336924	13.583193498656632	13.628249600009084	14.040245094274441	14.103567371678684	13.810015807788712	13.933020163000213	13.546672255820962	13.730173916940178	13.250750334749204	13.612291019325395	14.025301603046005	12.276260620194144	13.476029903428751	13.695693440804046	13.429019695733588	13.045370418692952	13.681667198384975	13.39762284281985	13.428463121235344	14.217128408657526	14.233220514135995	14.309321493482996	14.178211359086427	13.507095520540874	13.891619502364826	14.597045379998136	14.12542408810288	13.862818539691988
RTP4	10.566583753336863	11.572928228895616	11.360697560388205	10.53954279313649	11.668539557423879	10.855304839739258	8.725125296172845	12.739150293088642	13.270782510323398	7.987935840193384	11.368100564617547	11.391280308346014	12.449831316703001	11.144051016707103	9.761704654755311	10.512244177041879	12.844982070195254	12.005162004710947	11.556087225414968	12.265033409964303	11.524942720403613	11.6629921528655	10.390271189854294	12.370109811665525	11.310545680779484	12.493920494197303	10.991279051899971	10.653442118943072	8.791934693774317	10.232989481395311	11.574776234933914	13.197324300607482	11.531522976621186	5.86271367402415	12.364806055409733	12.260943811563335	11.55645650752371	10.71525857273617	10.723587150681634	12.189924690352507	10.392295409911322	11.116194367786912	12.167066720001019	12.889138677859703	10.986826644152757	12.528392426676751	11.744733710652737	10.650879107645698	13.53545523550863	13.373678159387023	13.664299760406081	11.466163828783392	13.255852194486527	13.818367360221794	7.621072475157754	9.548371582559687	8.714281781870698	8.60632532870299	10.620605761404235	10.111507050554026	12.436264828833634	10.736444525042065	12.644853162912812	12.20666264685742	12.95575217804748	11.391612567809469
ACTL6A	14.125126772208702	15.559809680297938	14.35033973694015	14.652698315902905	15.341571302511952	13.298234631364974	15.76121685227923	14.642688331152318	15.215735608470345	16.106580933020588	14.891323204194384	15.663685950559282	14.5143309691367	15.240805590553347	13.854503832314776	15.586336386968286	14.54181833121588	14.02839653387221	14.270360708808559	14.552253866555482	15.251596614974318	14.609992962859355	14.32624248822477	14.638522922954797	14.79602665270698	15.44137278857699	14.87418783277371	14.175773341287448	15.73612735331126	15.065766293757063	14.521619725739823	13.7927658060846	15.130751198881814	16.06693210582511	14.909506975310167	14.37903409503933	15.372175782961685	14.156815390883668	14.952067972244862	14.924318119873732	15.041235901327685	14.578345362833776	15.308941408058397	13.97573280634497	14.86400672606724	14.506538857284461	13.554432718795256	14.755167726973347	15.519257348224967	15.13818686791575	15.28648516318005	15.55198196155864	13.518843037789606	12.112941779490473	14.65417183408604	14.370085282989207	15.048133408517838	14.326501873909766	14.91766338277771	15.9492564787394	13.801779166540953	14.776452682183045	15.081157855943395	14.503870881769386	15.006332005590936	14.200131882590206
NDUFB5	15.036775069720855	13.844333776033515	14.076414413154216	13.585676489354425	13.978975496157684	15.171984371809957	14.14371731760341	14.80558133410611	14.498520250065702	15.42071461969814	14.174093128626279	15.733360909618048	14.314299836507207	14.751452826539454	13.312604954134875	14.838325231968133	14.345883347087717	15.030860235933568	14.481538651560916	14.218593294821595	14.252302508292162	13.682923048705687	13.826762552292267	14.909318928844952	14.840200635432955	15.442090798752837	13.910840090868247	13.963261554050554	14.844372048874417	13.799440289623949	13.572488218385569	15.85167662960711	14.676753589785148	15.402785913712625	13.725773108695142	14.39113476082198	14.957782371816515	14.420552808691586	14.349484412881395	14.407566215202435	14.893688878327344	14.34174309731748	14.77373708514257	14.089513999898877	14.126810804238577	14.420455940489797	14.26873394400556	14.8347236857452	14.784124262904065	17.09439605294874	14.525149828549399	14.485913625348443	15.533603589044302	16.39168332330205	14.79799118506145	14.696737880647992	14.469810758732418	14.08861865748025	13.958630136963217	15.060192405514554	15.182509083202945	14.698436556927906	14.321980300617184	13.872957910707889	14.520867996038639	14.72739479014133
MRPL47	13.47211317084979	13.089034607472719	13.21350806243714	12.796397415919015	13.697314135178576	15.943056347179633	13.235107729959921	13.745088842367222	13.420963990396071	15.344630027808927	13.150061095391354	14.819495166713963	13.238680085285312	13.719856051518182	12.546399883982561	13.684607756547297	13.267130845839214	13.946901302640752	13.123090090843709	12.611633102505357	13.0616742995455	13.212023904770902	12.361002556600955	13.705533110121733	14.236272510654532	13.866023380798088	13.265279372582581	12.215367502834349	14.085141718334766	12.815057500788367	12.536303278039364	14.45942536129561	13.504683188052967	15.310796644193431	13.44346977300749	13.22269708367888	14.22287570486832	13.164001587049809	13.396484787523894	13.567837523466242	13.232506065671009	12.963440244585163	13.523443188068924	13.374009173025497	12.740858450840973	12.607446526887456	13.998482254082706	13.863965219189197	14.075922413499715	17.312886135551956	14.430728569947272	13.294490968235884	16.372295614250206	16.86948801147365	13.430523901904285	13.707881967856032	14.103367444684041	13.1135598879892	13.236110408874717	13.866407586244756	13.968618430912398	13.585767712695853	14.180071756822286	12.329833534348765	13.079343816418087	12.652555790466911
TRA2B	15.484798279625373	16.26837512071265	16.00506819562329	15.429587244695458	15.891987055429539	16.684787954598548	16.334002795964143	15.785622719608693	16.254975561397995	17.638615766325895	15.35258026102645	15.812084440538978	16.308322274693655	16.11915383561789	14.956754320496108	16.746793177735775	16.031801289683898	15.538166515872202	15.393861139253577	16.038181295830817	16.172197640364686	15.818588277021103	15.438193315662938	15.838825661011363	16.329997658896495	16.54289114352933	16.586951232537107	16.01543767572062	16.598405552249588	16.111219299145617	15.754194312959754	16.09349254484799	16.084184139736795	16.58439157982405	16.192635705634526	15.927488433954903	16.741959234448192	15.496512065286563	16.26048815948593	15.729432060189383	16.334075544570318	15.462304453385777	16.625937601410705	16.18542225000246	16.48752097708819	15.635803169052936	15.822542014753012	16.291036832363595	16.37281410228634	16.84670042970927	16.558342973945436	15.765877487381477	16.601050048483053	16.98696246807287	15.766735735501136	15.219577586653289	16.25650021806529	15.844431118792262	16.738094276566446	16.31423329182018	15.656117920646516	15.847878235039676	16.19537758320167	15.638167042840001	15.75423164047917	15.305808931170917
MARCHF7	15.23213142193523	15.582386491445424	15.804983914307329	15.590601231494134	15.315058938375252	15.495138290388931	14.891556959966428	16.399182068957373	15.22725580589313	15.323044199306848	15.808772926207473	15.787374426394877	14.580149041606287	15.016363921351846	14.816746980707402	15.112053911438034	15.308755051228886	15.264435782066077	15.329981686000004	15.261645366753628	15.01884915724314	15.42372671716109	15.65853394803529	14.829497200677016	15.238535081149534	15.56353787451328	15.701271282360137	15.244495130408009	15.326614798841197	16.036588544815015	15.039756941695828	15.122175328872265	15.01326541958833	15.682397726422241	15.361701580448791	15.291447894348961	15.175533144385604	15.712707726273846	15.469325764234794	15.236621770179864	15.6971895263125	15.244259322284567	14.07040715785301	15.190189906653723	15.220572191446985	15.020224163732456	15.52479731682221	15.423280039753646	14.960507232773654	15.291527644880105	14.831055853450675	14.725069715515405	15.39508893125348	15.343805488649512	15.986681372254205	14.148375378343628	14.853551251164243	14.777974905643136	15.820079251271464	14.90700373876528	14.889564939964476	15.669157786556362	14.881821336397643	15.009427960731967	15.586863320684195	14.883886879941029
TANK	14.23987163574926	13.786292372726924	14.433115554953726	12.889031996573422	13.307143051232567	14.195066476333224	13.522003843447282	14.339115131654708	14.383079158535448	13.2135166321505	13.32413070576887	14.554951750928566	13.509858008500295	13.331965671383916	13.213855067176354	13.451892284666844	13.661344858001536	14.391609972469116	14.508462816641034	14.099929186463218	13.386374327434481	13.656344887847789	13.88091741143878	13.646457676355066	14.975048639695547	14.49551407874025	14.14506190381094	13.220912327718423	13.879380867093786	14.00588870957749	13.44357735425873	14.005961288473348	14.07186143194592	12.735739348832556	13.211263978488917	14.240239351698266	13.209867847396787	14.222086191950801	14.26655364254315	14.439170192237281	13.042642574151541	13.461066269585292	12.747887999387672	13.507712580619614	14.255313511459116	14.420440681634282	14.881055053962253	14.674465364289546	13.47782101110388	13.997230819164702	13.72361132711475	13.697220908422548	11.958251169508454	15.087870322094277	13.804372243283437	13.983684151224207	13.719559905426793	13.07897534632129	14.00696532210464	13.405753549874868	13.541649953541565	14.812270551062559	13.542297904329816	14.209560541043254	14.035699915886624	13.844419677002197
SKIL	15.049479495874875	15.695660375094146	16.03810636837006	14.099644563861977	15.110193632878124	13.476820435758901	15.465407107128065	15.862334466361094	15.258271458096171	14.575573016409054	14.234429218605507	16.22256882314677	14.862902126882586	15.822229964252216	14.371057421237344	15.20088322255849	14.725770858727673	14.808957002716914	14.494102474618764	14.631991786886994	15.63214013075929	13.585284411419682	14.7718905649605	15.406596702039597	16.014864198994356	15.346295412045277	13.451274933290053	13.077580498456705	15.988160001941093	14.46673514031166	14.213706825791068	15.767576055612366	14.96678052005447	14.507526730885862	13.921190787577569	14.921466455909478	14.33864821492656	14.331702533115218	13.76386555562829	15.26612063708991	14.55792990078635	14.879813944510765	13.951693588936255	14.50945147355347	15.091128861843936	14.995614459302157	17.002209056476904	14.710302264492938	15.512545755227135	16.04456196517385	13.863286476217237	16.47903797273738	14.171042453348507	15.385171399565479	15.599567376828286	14.783265859619661	14.954757781926286	14.072517161324905	13.74940315865	14.897020254962852	13.417229247733585	15.96720285165662	14.8009774886219	15.265559614193808	16.23677894697331	14.483934554430096
