Gene	TCGA-C5-A1BF-01B-11R-A13Y-07	TCGA-EA-A439-01A-11R-A24H-07	TCGA-EK-A2PL-01A-11R-A18M-07	TCGA-C5-A7UC-01A-11R-A352-07	TCGA-GH-A9DA-01A-21R-A37O-07	TCGA-FU-A23K-01A-11R-A16R-07	TCGA-VS-A9UL-01A-11R-A42T-07	TCGA-C5-A1BM-01A-11R-A13Y-07	TCGA-FU-A23L-01A-11R-A16R-07	TCGA-ZJ-AAXB-01A-11R-A42T-07	TCGA-C5-A1BN-01B-11R-A14Y-07	TCGA-EK-A2RM-01A-21R-A18M-07	TCGA-VS-A9UB-01A-22R-A42T-07	TCGA-EK-A2R8-01A-21R-A18M-07	TCGA-EK-A2RJ-01A-11R-A18M-07	TCGA-VS-A9UP-01A-11R-A42T-07	TCGA-ZJ-AB0H-01A-11R-A42T-07	TCGA-R2-A69V-01A-11R-A32P-07	TCGA-EK-A2PK-01A-11R-A18M-07	TCGA-VS-AA62-01A-11R-A42T-07	TCGA-VS-A94X-01A-11R-A38B-07	TCGA-MA-AA3Y-01A-11R-A38B-07	TCGA-4J-AA1J-01A-21R-A38B-07	TCGA-C5-A7X3-01A-11R-A352-07	TCGA-C5-A7X8-01A-11R-A36F-07	TCGA-EA-A5ZE-01A-11R-A28H-07	TCGA-ZJ-AAXT-01A-11R-A42T-07	TCGA-IR-A3L7-01A-21R-A213-07	TCGA-C5-A1M6-01A-11R-A13Y-07	TCGA-C5-A1MI-01A-11R-A14Y-07	TCGA-VS-A958-01A-11R-A42T-07	TCGA-C5-A1ME-01A-11R-A13Y-07	TCGA-VS-A9V1-01A-11R-A42T-07	TCGA-Q1-A73S-01A-11R-A33Z-07	TCGA-MY-A913-01A-11R-A37O-07	TCGA-C5-A907-01A-11R-A37O-07	TCGA-EK-A2R7-01A-11R-A18M-07	TCGA-LP-A4AU-01A-32R-A32Y-07	TCGA-C5-A1M7-01A-11R-A13Y-07	TCGA-IR-A3LH-01A-21R-A213-07	TCGA-JW-A5VJ-01A-11R-A28H-07	TCGA-EX-A3L1-01A-11R-A32Y-07	TCGA-DG-A2KH-01A-21R-A22U-07	TCGA-JW-A5VG-01A-11R-A28H-07	TCGA-C5-A1MJ-01A-11R-A14Y-07	TCGA-Q1-A73P-01A-11R-A32P-07	TCGA-EA-A3Y4-01A-51R-A24H-07	TCGA-JX-A3PZ-01A-11R-A32Y-07	TCGA-VS-A9UO-01A-11R-A42T-07	TCGA-C5-A1MF-01A-11R-A13Y-07	TCGA-VS-A9UH-01A-11R-A42T-07	TCGA-EA-A1QS-01A-61R-A22U-07	TCGA-Q1-A5R3-01A-11R-A28H-07	TCGA-DG-A2KJ-01A-11R-A32Y-07	TCGA-FU-A5XV-01A-11R-A28H-07	TCGA-C5-A8YR-01A-12R-A37O-07	TCGA-C5-A7CM-01A-11R-A33Z-07	TCGA-MA-AA43-01A-11R-A42T-07	TCGA-FU-A3TX-01A-11R-A22U-07	TCGA-EA-A5ZF-01A-11R-A28H-07	TCGA-C5-A1MQ-01A-11R-A14Y-07	TCGA-VS-A94Y-01A-11R-A38B-07	TCGA-C5-A3HE-01A-21R-A22U-07	TCGA-UC-A7PI-01A-11R-A42S-07	TCGA-EK-A3GM-01A-11R-A213-07	TCGA-EX-A8YF-01A-11R-A37O-07
GGCX	14.74793537564561	14.918300647599303	14.698550915698677	14.55494929586504	14.664214952341755	13.97117060465862	14.315871883150006	15.258595685472232	15.527459524085435	15.003187429524584	15.193150333639153	14.380446027805874	14.64711645738787	14.518896613270021	15.841968467371153	15.34152761009751	14.854735798588667	14.734459293391517	14.637809795841447	15.149635691205866	15.166534483692493	14.816070454913032	14.730083570322078	15.201177517213337	14.647805113638517	14.6007712708515	15.017143457662243	14.631165457744228	14.51025300686727	15.242194157824166	14.88075899613259	15.206789520730839	15.11803087442983	15.228982330383378	14.307004478185068	14.807894428631455	14.658082337646094	14.842162369654291	14.316875599876758	14.773913888415107	15.012788867698795	14.846104866449501	14.232170518761045	13.961980897468317	14.43594622911371	14.179132823697818	14.478999402936713	14.68091523957102	15.146862291771406	14.403617906929007	14.713411026130032	14.72549423697425	15.72697540327219	15.805393090850517	15.449738663780042	14.123230613337139	14.468862367689605	13.98650916491674	14.221062621266745	15.001183808439114	14.760082800055418	14.971667089055959	14.364771226451888	14.884954523443513	14.904727597467717	14.278608519010787
EHBP1	14.292986488597183	13.405357991910218	13.701890180221218	14.487538793115538	14.161889102054387	11.243067824062113	13.149877580274964	13.96705934637893	14.257908005055944	13.6201663063696	14.830056647443541	13.979795438434266	14.92126124391732	14.332516231007604	14.505010729075691	14.668371945612344	14.778304411212487	12.963221172971284	12.961588022863806	14.716153688347438	15.68405805987504	14.549657006818673	13.737598821673997	15.758035618190352	13.66432101369024	13.792796522375355	13.540485985708616	13.217460361927015	14.567863607869324	13.417291807664661	13.444284182698693	14.381426669919877	13.927942499287326	13.077506889817604	14.8785165923334	14.122357174540706	13.121174217799302	14.800754473135248	13.587679394668788	14.24320474980035	14.689531177232212	15.280793317485719	14.173698412076716	14.697099963604112	13.994000210389805	13.335213002468999	13.38966987527941	14.607276082956549	13.168366600289025	13.88373231485317	13.758661808295763	13.539398217133924	13.6571035372703	11.716416069301593	13.637727061668745	14.943971502863755	13.27275207335472	13.577613464641301	13.225928912226921	13.267081338872483	12.395348322761691	16.34890273671821	13.066063683645181	13.80988279410951	12.900632855414257	13.207730493719238
OTX1	11.55906171348273	13.766092049138473	12.010184521977838	11.20346533279496	9.706360659290604	11.954814228272445	13.060928656653122	12.302483491105937	12.56240221710062	13.27857888481854	12.574277139512684	12.841569271717072	12.189458748151168	11.382603613045012	11.049855594213474	13.955085444762016	13.498768378500245	10.972063437369966	13.173301810158346	11.407507422434712	12.281035302141728	10.983893684490013	12.485158131022319	11.15282333568582	11.92644561396749	12.32560333139375	11.714401032528835	12.549458120583497	13.171555500240833	12.412102176967169	11.241991799445927	11.649829515606955	12.114747137098435	11.580630770668506	11.398028716046799	11.238042262068552	12.574785363589896	12.581127119854154	11.769280627699809	10.768015487279374	12.240706825708829	11.029071008659615	12.26314459921655	11.347391220886383	12.412866136496303	11.949830668776	10.57702646147157	9.538013587262096	12.914091409233146	11.57482745599368	10.489550741036323	12.578000007243388	12.359500655114825	10.525977888232	12.026352874837562	11.743851534921975	12.992961302882003	10.963933302398935	12.4165341418169	12.782124038856203	10.697364354481671	11.796762832113298	11.376545547011867	12.01153231691214	12.029492401074117	13.213082955515368
TXNDC9	12.897220765035128	12.887998938011433	13.239867904940082	12.902875961922073	13.415669105130497	13.835421118552661	12.44614078515275	13.271947688885698	12.28213869339396	13.75502542893299	13.474825049889233	13.460572751348153	13.2254598941828	12.913682468105328	12.353978803885708	13.34522495468078	12.61134214808133	13.793955979175069	13.368533969032308	13.121955712553342	12.632802683841286	13.432309407426636	12.513871460433222	12.783441645130681	12.784676918341335	12.947107207830031	12.963621528562841	11.779362025812953	12.998956221563633	12.584819532043529	12.976109529871614	13.636371253760329	13.138029355552574	13.976542391839859	13.051859711514147	13.336303025312715	12.63165895968827	13.181404389381846	13.144398655007642	12.862339367635505	12.705914482832416	13.201414674700953	11.963857080205003	13.307761760472644	12.423779421893263	12.41114277076022	13.160553453538402	13.402812865565782	12.052526387539984	13.957896844475762	12.976047317231655	12.672236726838792	13.663081517698565	14.343819640902355	13.514648735696188	12.556933104204187	13.199421072986118	12.492960881994295	13.342019535371353	13.045513474493093	13.137079185002548	13.468691196829086	12.66412019261166	12.508400724639282	13.002442748871138	12.425569977531302
COQ10B	12.157437592013958	12.647214118975729	12.535312663210652	12.675070140882646	12.4697489167758	12.618048373250458	12.12613216438533	13.316884770192734	12.708389083742867	12.934038677128434	12.744360944934586	13.749227990598643	12.214953804069665	12.288544027540107	12.941135511084733	11.741360980382588	13.048482544693078	12.729572000477244	13.28751869490092	12.435476928523327	12.41081680919772	12.752866411485797	12.846266173149703	12.318277425145762	12.84131622321692	12.023624732487974	12.853273224763656	11.750556872885493	12.312852254558889	13.019816052547348	12.116392039063571	12.917210119418378	12.83912212387046	13.071389103131882	12.730022455953247	12.623871217241632	12.658319578101397	12.69041719821904	12.874324621056848	13.374590723644141	12.911308256359787	12.807394706613238	11.703707011970755	11.640209645061796	12.057089792980419	12.943018203579005	12.958066789272868	12.906289241663329	13.425036714885579	12.474625398081722	12.824171285528347	12.401382535281442	12.568434169965599	12.784820288829867	13.394357595156997	12.140774564633537	12.880433119894864	12.062056559128283	12.754618127379686	12.400116726807203	12.829153189846386	13.03000603024472	12.37886523522095	12.270068203573155	13.744372178680202	13.024305675871616
SF3B1	17.122696359934878	18.49236387517146	18.94416642749053	17.981118405369745	18.54146023898989	17.33666503349015	18.28414318647308	18.124151336787765	18.05818367622408	18.507712173260224	18.088952756992388	17.83607746138037	17.812858967215405	17.839165636510156	17.46599990251943	18.001470316514123	17.8170247614192	17.43957203778471	18.546737990349673	18.244093361488307	17.832061531443323	17.930023540182415	18.201580723287798	17.735712129109267	17.941535172447146	18.124595483104738	18.37276657776192	18.18835281407874	18.362911510625388	18.80921864038493	18.349357637509886	18.03872254527874	18.526153290429004	18.40010959818641	18.300581453554766	18.35364680319071	18.701766563319644	17.944050528437966	17.98622955338631	18.100548933416164	18.7609874978498	17.799561150723136	17.46465025701125	16.950028849913718	18.859584876194745	18.149232842400767	17.93044866081752	18.835287930631104	19.781144886691223	17.223149365977566	17.4778589668318	17.711871440125197	17.248629896428998	17.86544152232156	18.484474857038457	17.59803390158496	18.108870419551405	17.36503810026629	18.492958085624778	18.08156785833652	17.913327892702444	17.92404287038336	17.90320929543699	18.052333599337203	19.77726944583885	18.012729320137545
ST3GAL5	11.557232731952341	11.490645548374285	11.371470781901174	10.021167903248251	10.808474869305574	12.097431436363648	12.734771602358673	12.024805416042469	12.713790432798563	10.173211920786164	11.108645029433967	10.802135551007412	12.571149854828088	13.064554207782594	11.494053136588958	12.293388600519782	12.097934186114067	13.080592180612204	12.102014414378893	12.635682436100408	10.785545129116647	12.470286139318334	11.317999242698866	11.845497424776465	12.004741014770834	11.812081242399469	11.518683507055204	11.930832114017807	10.940067138369184	11.170453335227693	12.395304913060803	12.32056519266819	10.858379254928956	9.982643285903784	11.646048498659638	11.080436512686225	11.580484410846394	11.293457957205671	11.110436418637205	12.88259546114125	11.045966183175109	11.181635666202862	10.590554039570135	11.640781037327494	11.341729350714628	11.178917108285573	12.611265745534604	11.361029840283418	10.915384611306624	11.36001410834195	12.991767700601068	12.68024814999238	11.608680717012046	12.52532606211897	11.218796466949991	11.472358802267479	11.108668794882744	12.61730430338963	11.472540713864747	11.772481162821888	12.269973629434096	12.401036596556704	11.433098929339318	10.371786875727931	9.635553506985858	11.398447149878123
PDCL3	12.751462301691515	12.7611572150197	12.35146384297078	12.982869723932845	13.083032697550285	13.421043365173498	12.59132752590421	12.477463645780954	12.332556498397537	13.632514897112184	12.940482945951157	13.373624654653218	12.276311348935083	12.475544410897134	12.045510347481144	12.715974550334186	12.163686222640676	13.42084972455401	12.387166763148564	12.28515796964807	12.31828411683116	12.846811712316912	12.6671420458021	11.995975455174689	12.181889475470218	12.6749341574256	12.556914290188072	12.14850535621748	12.787618939088821	12.89213811500026	12.241770758775253	12.882345324806664	12.265802726628133	14.08048390408912	13.109045229829777	12.696140988624924	12.92726580060615	12.819015108839213	12.619082143744905	12.68890483086911	11.780487008765512	12.460412646630848	12.057361449635847	12.428548461353184	12.512610673893619	12.524804114437266	12.395698296532785	12.921300531430907	11.745879874740837	13.856903434313098	12.541316603437133	12.310073271315561	12.756382698733963	12.93775216016899	12.65565782777914	13.000953000136638	12.479922593840026	12.370684538746039	12.831920559413023	12.773220882537716	12.457542835377843	11.884221562439862	12.542979530897936	12.282252662979433	11.932192687105454	12.252040612580805
MOB4	12.199322943556194	13.237304695097167	13.155445439172352	12.787369023301471	13.09226823286412	13.320424037832966	11.789523138088498	13.180868818017444	12.483085772039761	13.387647373241919	12.723626932056222	13.608289750307684	11.631977264943151	12.76305094151652	12.828817679845553	12.026952312188994	12.992640688532584	12.898245520272164	13.032099832344624	12.085021646039893	12.401894051452937	12.821100137533998	13.025439759426465	11.939070698605043	12.892107674007764	12.929841848242168	13.135035282923296	12.492224877171541	12.412326174942327	13.173431308837344	12.936762821637679	13.429892221739877	12.977826664862341	13.548297816284219	12.547893637892308	12.989168121846996	12.618719856608632	13.196957831357379	13.240180135666	13.18704134349797	13.581829152542074	12.284780554422985	11.985021244767145	11.647949815853625	12.650535351817728	12.928043827758561	12.737723839540308	13.785675106952228	13.036371058419244	13.317120955365054	12.881250667011077	12.175888866622756	13.129280737734247	13.0067516143232	13.361644341765809	12.337047294241717	13.050040321623081	12.198212427652921	13.089634366810557	12.390270413804878	12.371664626668275	13.049975842414746	12.877297078682856	12.319525104602944	13.637065648754865	12.846636390413517
HSPE1	13.62537000723586	14.19411522074224	14.30683310437559	14.484725009886954	13.669413450752439	16.212417548934223	13.662050334874829	14.56610440494328	14.187906759306243	15.855614908650972	13.65770670556068	14.707178211725463	13.411770797777619	14.242905680338522	13.254747614473247	13.16118989687646	13.677860495316713	14.634323323599089	14.406691572490441	13.285057669322489	13.693904738691465	14.259864195518375	13.701806089462046	14.555478481243805	14.260932593731164	13.965339738890828	13.821449089854507	12.956692869746263	14.239380704537396	13.275976758740107	13.131260338366433	15.428819253746074	13.884263351534239	15.49404727607618	13.873650534021342	14.587943442258744	14.090500540194453	14.732660230852048	14.013464610987452	14.225258535548795	13.659946182597734	13.923775824860268	13.433830605146838	12.846408465216705	14.384392642758824	13.66485255615517	15.45979895880634	15.54452021313083	14.135459593232355	16.61412952243596	14.292496906810067	12.794483990216353	15.220699556606029	17.053627338915113	13.479062699908205	14.221084868743029	15.067339608990684	13.032489153571841	12.910081348876785	13.902286133057387	14.715459631122686	13.837982095936828	15.001576578331095	13.736308656015884	15.540180871555583	14.443304684941495
KDM3A	14.70371052288188	15.035708485515338	15.57467786222924	14.849868230878558	15.569125657115704	13.223170205488485	16.764122146974955	15.367115641445176	16.399224525193418	15.265189727497086	15.846871427913724	14.490836561889566	15.227348531497011	15.429151066409284	15.804432053682977	16.02667150676757	16.27370714466672	14.549998871573225	14.059221532435187	15.442936622643082	16.706148882531416	15.08142023149202	15.280165213132646	14.810555449011838	14.800573816982949	14.540567448027698	16.02589027830174	15.334525548292921	15.643779041640908	15.403663587684838	15.559352382439348	14.19578843757838	15.170623807943906	14.918318739410696	15.973678161935704	15.24469971883676	14.573891116246486	14.733278551247055	14.305675486372055	15.28806480103454	16.515302846891785	15.966814242754236	15.44092675186642	15.126299230670403	14.850123827999214	14.596285010127684	14.576664973570399	15.199589211331652	15.325338525130627	14.606770253058539	14.67590260758802	14.91273038432417	15.379623123475245	14.244451708344629	15.341219461250443	14.269156565877726	15.155782863959374	14.438776427471307	15.39818503201067	14.861212181313368	14.787983548741108	15.448085527805192	14.669566301104918	14.81453104105252	15.876147376403189	14.71185007176269
CHMP3	14.482646025844142	14.704914120302188	15.124583629067862	14.807745437712411	14.651922721094843	13.844786520404714	14.632186413847554	14.881646104234347	16.194057232164838	14.449767230812979	15.233723937845385	14.944184438793153	14.90442420045563	14.709343272953246	15.566420265566162	14.655337598591235	15.351387398889429	14.603774575292343	15.075642500304566	14.508503718835811	15.461505346370778	14.7001699410662	15.008421758731894	14.615256245337857	14.713532609129746	14.95587635367672	15.135525035577093	15.150634445917438	14.571630632393852	14.635003950172333	14.513451379155615	15.063791541549964	14.002239961531433	15.089535623720238	14.811563599516168	14.758674543822629	14.909506328355526	14.102407204623603	14.709888856906108	14.403663156688056	15.638303501455455	15.116176908274852	14.573848965592566	14.707550053703098	14.427518877886445	14.836337808506094	14.555379940072442	14.933520873561832	14.761332689183089	15.461133866636457	14.165090795916669	14.70240924196287	16.314906704168962	16.126368933319274	14.939580970027968	13.872799401956978	14.385860003735917	13.957166309189565	13.865292732599636	14.46897617422145	14.690157807731604	14.741241002239654	14.134109198303406	14.618668206815865	14.504715457778126	15.182868562893733
ZNF142	12.440503928417654	13.693860639195782	13.227358860450789	13.869872010410992	13.371104164797039	13.080510852947812	13.876420554381657	13.055232890465813	12.999363458042462	13.394856283706497	13.592366535900567	12.198021332107324	14.049441277763327	13.005331876391054	13.293721448898124	13.5096154191947	13.427029731768812	12.249512949035578	13.492285212550293	13.456583470060867	13.382966061221719	12.84694536636852	13.573503185472768	12.984527247990737	13.21986309341269	13.273253110695832	13.903328069261363	13.461899477664236	13.959199852834836	13.801512832456831	14.041848084161895	12.661574059875342	13.536010723587905	13.904354731722515	13.172718858002536	13.729149298411976	13.303907218129943	13.706692811041574	13.28255067085991	13.115268867234425	13.322738085478665	13.49339229213676	12.773679086769173	12.65845330880853	13.857144654377558	13.296878284343219	13.109492028935103	12.268848852336307	13.071452896891673	12.820374857539239	13.161838312758983	12.893795371432683	12.818892455665251	12.02268929869898	13.378426127637576	12.750650967858327	13.368940207490072	12.857775190347903	13.482688741856924	13.174716607748318	12.760907070830788	12.54058427200961	13.251984418984073	13.400084692742416	14.3278507232864	13.602124338025027
IL1RL2	11.103198799903247	8.80234272630171	10.818081119573957	12.528915217582824	10.096587846365995	8.018939114178032	7.778859534628671	12.07795601097717	11.288718410119962	9.273598783181706	13.09729245946421	9.131713216281618	11.873506458001602	9.83774709294113	11.526249015521131	10.087443670693107	11.708538158726167	11.903831697193525	9.226298450805219	9.982182966467446	10.87005248351475	11.128465187773527	10.804810805100303	10.70788187185127	11.313164340419112	10.574978117889456	11.038669488900387	11.266201113983497	10.884680594439049	8.408330065667531	10.93816924972212	11.250340105346913	10.309550358772356	6.543352734681771	11.006219859108587	10.238496766084651	8.708893984247725	11.386278519980994	11.408813592437284	9.133443842583802	12.763474924379846	10.419030037268287	12.249479347170428	9.310370280421083	12.694238855264562	9.990532912073581	9.835833985228053	10.833046102298397	11.114951776534552	11.739411519389623	11.02854903171082	9.799935631643354	13.526737488919153	10.17764475712117	11.09336615060687	10.879860601090783	9.346562799514793	9.773499519520534	8.250994726077677	9.531158629813776	8.374733960660556	10.591609042650676	10.610240265963348	11.38109802989342	9.390382051570388	6.055524417053587
IL18R1	13.237134839646874	9.000714594198506	8.791686015751957	8.953326547393406	11.348688064699836	8.744048822478465	5.146206923074015	10.374459344443835	10.532362768477117	7.965743940450515	11.00776775852843	9.74985248685297	12.407565108303775	11.773611486025992	9.510131924768341	8.493709799199834	12.32896853783652	11.893383777845958	10.283532937318746	11.71505405268158	11.149022526932107	11.256807575935625	9.579100201637448	9.329063738338249	10.697922851557422	10.0952749895065	9.33561760420855	8.475029128427806	11.312990309973834	9.467732432108303	10.246531635442356	11.468809778774776	10.136916612852698	8.310215881614546	11.908411954923	10.170594058361143	12.413272308235317	10.16630510840574	9.961533622395404	11.083313589177322	9.25137158054591	11.749646836782308	10.721466000975134	10.474439490434694	9.450422598345977	13.096884625028284	10.194394373303645	10.654388586019426	10.468054557119345	10.729230474169203	12.623307219216898	10.089468938130768	10.427501595553988	6.910922729474069	9.687670843682529	10.59619002860839	8.900510410511782	11.371159864430208	12.568614247574416	10.548936534198855	9.149006085226311	10.558450433821083	10.747202952054895	12.031560874387388	12.897995465840644	9.914872299378068
IL18RAP	9.441670678855921	8.822631742732648	7.827696755477047	4.940200755892389	9.161603629085736	9.15235849473857	4.60807378117821	9.222704680249933	9.512146249121741	6.722890292641599	6.001173543042836	6.575274249164872	10.037296364503927	9.01041640748318	9.708127476198488	6.4362915241590475	8.60786891475131	12.113332978653348	10.783636816956244	11.461366082518676	8.500984470163473	10.444711054756343	7.4510509581359186	9.499761739868587	9.392758954572594	8.231994920983773	7.9106016188259085	5.085341671933669	3.729088165907569	8.302286827625815	11.581293737981397	8.636068264629927	10.700156091319856	5.243560008528924	9.385497583646144	9.810861568195152	9.367691588973145	9.712975851789649	9.584991131561592	9.476360173003474	7.747101125233254	9.35730579828246	7.890288874014492	10.013880810785638	6.759584339624508	10.091049241849529	11.570805027451728	8.479223381163232	9.181723731810653	8.501350277224153	10.790317673248579	7.163413284460443	10.917971490656527	10.283401685036925	8.117382075631259	9.592083588693471	7.6223548773686804	8.077082580008536	6.50738655451047	6.673536883102902	9.91197240159182	8.772791425337255	10.35384289891785	7.265897466246498	7.413585220594652	9.642194464844826
FHL2	16.342458283474613	13.920289462552315	11.909540136596013	15.964342879952593	16.41018002157974	13.564111897667106	14.669109102288246	15.26341194888915	13.620506918982302	13.363021966609935	14.456798779902083	15.467336324013601	16.19491366584662	14.706418473400069	15.151736928608056	13.316097079728301	12.62584938208048	14.297732412934801	15.66187950078686	15.216514762138464	12.469000435685384	15.375152779051582	14.392386065447972	15.534845171923514	15.987042116285163	14.812102424877981	14.050934601551415	13.25280916281105	13.724326587734831	14.033443539328122	11.638044157048292	15.95126948726961	14.57435255156086	11.611769519643632	14.713781274150842	16.016338594473158	12.915911965353436	15.202212815367602	13.93999555829181	16.084282398850974	12.769571303231016	15.15913293885607	14.013098587526041	15.494539916181978	13.603903168427214	14.453751554580615	15.236971027313013	15.99508159451814	12.573155025998107	13.520410929644324	15.110721941282439	16.126863079399637	13.874631585377424	13.949226911854959	13.639493710025128	15.749674516991291	12.157040627749414	15.274649900190267	11.460437090442706	13.043581024698724	16.290603452575503	14.966709979135139	13.232839360621231	14.678761191054482	14.664532865808416	14.001942502119727
CNPPD1	12.94014514080144	14.84797439302763	14.284991295421005	14.14344458416592	14.438915343870782	13.963201481445697	13.771398570485221	14.175347369341447	14.206937463656644	14.509967480207202	13.9232668179004	13.212685430893826	13.673144020736782	13.899220261823944	14.177457359947507	13.943962991602485	13.480949989843046	13.514528201745296	14.479658815118006	13.864366917343647	13.925854905306386	13.318714646211657	14.029349869226472	13.270351414922763	14.416260138711348	14.118745341454952	13.621452559432479	14.45608287727121	14.5538952864313	14.117709441621013	14.37744029822941	14.195752983776924	14.215453268782623	15.919290652624868	13.019870219496882	13.536199825165761	14.279088266338238	14.248830590330112	13.952660475304015	14.018815438733863	13.262064737064318	13.75552565715227	13.319022988072579	12.633870419778354	14.121827344848196	13.902443732536875	13.63492001858346	13.256604106728952	13.193608379986316	14.121797628255647	13.261777132451224	13.72293220482563	14.08156607381566	15.541205810288936	14.35010068773172	13.475568604045716	14.175578673445052	13.46000706029221	13.736906765266195	14.151498892928746	14.659071875950271	12.986162440156997	13.826835951873576	14.03338131153332	15.593452099465226	14.128246690031135
UXS1	13.640752696098911	13.925344764818739	13.544256788645304	14.361544935498886	13.734528527859322	13.531209970237729	12.878046266449912	13.40195609481716	12.903347444271251	13.883664160970945	13.389162887108885	14.248961561671965	13.118500556653856	13.658460543639242	12.371908108991265	13.803329634216517	13.225851584265127	13.526981139233667	13.570381137242387	13.531255611428103	13.66733028173053	13.38256356204655	13.49980993356491	13.317606829478152	13.569491815713375	13.481246708551701	13.312393572657381	13.32986924663651	13.571680228817575	13.065320824424035	12.875021238872703	13.799093415935863	13.156354076052908	13.242405290594112	13.636353454529683	13.117493948839169	13.190200533543555	12.732474799553792	13.298340307376302	14.086339850789976	12.829314186848118	13.969652106638758	12.684376011474152	13.287393731652303	13.567218634604346	13.809512900795529	13.631131530736448	13.712145903175292	12.358083665589632	12.68710442465699	13.268143402889988	13.796890960986905	13.373572154285412	13.226212286148623	13.438981553341046	14.09990921014504	12.955371341930322	13.335784822290242	14.60015277754153	13.79780723086398	13.189495744981985	14.623731559976035	13.01898693149578	13.277919134375326	13.357266684271785	12.90136378356149
STK16	12.164767150313999	12.612775152851025	12.722436996994993	12.614883652953214	12.361253556846473	13.0199958960432	12.534294959031449	12.013041203932275	12.585239797807125	12.800114711321415	12.946080984008876	11.976248662751917	12.920860574499219	12.521248933922486	12.611770675716121	11.998460649935174	12.520408821289307	12.207122553069354	12.896155917345812	12.656704860998556	12.28878277119857	11.842025134452214	12.718500588380595	12.432730434533424	12.808555222798336	12.623150481185373	12.476778497919252	12.907270760602383	12.32868771529438	12.77695426544514	11.897807542496604	13.512165210468531	13.626474505412517	13.68428510202305	11.494413331523846	12.674417525359319	12.596754414082522	12.756823978748114	12.799015100286448	12.734457287406924	12.755452223159146	12.513511878793171	12.525656180364551	11.809450470840513	12.656486282871416	13.028358153367416	12.579244617361425	12.219638361101238	11.92786770596769	12.708671824952678	12.019686534729836	12.629426173257796	12.690723556231577	13.267567109748779	12.7536207897087	11.978363174325773	12.743016790223612	12.533514107494417	12.748238991351595	12.674517471176037	13.576898518247427	12.10288329554334	12.302868303390156	13.149641947497704	13.329202593882714	13.067158436289446
HDLBP	16.39304018004521	17.46071198072884	16.711980041231197	17.637728579085785	17.390098257267912	16.676908300720726	17.428466338608143	17.40426508828425	16.878032086689153	16.849150221885083	16.2234090766473	16.243810376563285	15.763568237376518	16.91111618900708	17.254791489831558	16.97485212575714	17.063776501986975	16.103407529341105	17.7646894112643	17.455646344049068	16.662919360008587	16.510792113303122	16.957468246071493	16.886978517200625	17.507644645662683	16.657929056323447	17.7228174323496	16.80970835956451	16.970255095734714	17.334159038090167	17.351961621898745	17.19770710938768	18.128324275107516	17.830490587416858	16.429274571521866	17.26490565951946	17.049799607315986	17.902436032924648	16.752745145203615	16.688979742410428	17.047163235162593	17.87193055020484	16.492099541218714	15.736117111841148	16.987132861306456	17.128482433680947	16.788394711495705	16.23552260703406	16.776391463345096	17.159657024461733	17.105411746165426	17.07942432172617	16.900702488191833	17.748682517599295	17.285609678922345	16.04863874357526	17.640492227789238	16.977595423491863	16.771507083653567	17.33139594380145	17.675161992668404	16.67536519224184	16.891982752944482	17.197389866893257	17.9497275428634	17.30876994691282
PPP1R7	13.118607372526125	14.253244367702335	14.18678723483947	13.899536752557065	13.905288980165796	15.106150040684412	13.623593424559472	14.618650945006031	13.609700749115097	14.75126365092726	13.62509002940753	14.164628301154174	13.06463718844417	13.649094779470389	13.707295062180414	13.567237398516324	13.792312266576134	14.466266227068223	14.269472768880345	13.735583983364599	13.909388495249274	13.202840897888445	14.044792723030245	14.209145540054074	14.727790404823041	14.209464257862324	14.131463801055077	14.12022394283023	14.161509303877237	13.951870193165226	14.105220457042762	14.941973404103743	13.832564600396852	15.072830409410681	13.171200397969935	14.03272857674977	14.358967687139407	14.138856805086567	14.048843345278033	14.162734267210325	14.679520114891403	14.113049102048853	13.936636855173028	13.640605908691782	14.057517722746823	14.154723180707885	14.601824552685152	13.477508990553762	13.20249406732868	15.208695092550231	14.449085866861493	13.262269554193061	15.201840693658447	15.629898193956102	14.05901984406729	13.506946265052902	14.210930184436721	13.350313129481926	14.230849405053815	14.427619370350541	14.798100031422345	13.162143885951172	13.797516057651745	13.931361589565016	14.3697528871771	14.09359730335165
PASK	11.803766848724669	14.099997321611689	13.049442925589219	13.408293338738428	13.134534113046843	13.496129329939203	13.999091646051653	12.76219700030842	12.78975010080441	13.607691708449698	12.23578980036741	12.178960540579476	13.576803205949211	12.70887097483207	12.4785660118635	13.82302924051987	13.288965262579504	12.44327216886721	13.18317258011773	13.148263030424781	13.224556254993113	12.25179448589187	13.254854957574798	12.499564687146565	13.810259956970498	13.295926599635825	13.289773797131172	13.22979015709657	13.634959947065695	14.036515709594362	13.322683604311592	13.006115626263087	13.822494805055804	13.930663999732603	12.879854425412569	13.62793148673795	13.78280458365952	13.87867605132681	13.423403550086666	13.256432269340156	13.051416490617065	12.47683562886715	13.191158032937372	12.28927177261265	14.14513533281398	13.453002069842615	12.711985586632252	10.779461086888187	13.688494539892515	12.430383640071494	12.413526702494064	12.104611358017598	11.251718454823996	12.185088818341793	12.7955752380077	13.119058427672003	13.899320272439466	12.529105801692404	13.623859879439681	14.106053038565605	12.544799101226278	11.577393324492395	12.790417671280798	14.147730269364827	14.24312086521582	14.34432895247648
